ASMID,SPECIESIN,STRAIN,VERSION,BIOPROJECT,NCBI_TAXONID,BUSCO_LINEAGE,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,LOCUSTAG
Liccor1,Lichtheimia corymbifera,JMRC FSU 9682,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Lichtheimiaceae,Lichtheimia,Lichtheimia corymbifera,Liccor1
Lichy1,Lichtheimia hyalospora,,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Lichtheimiaceae,Lichtheimia,Lichtheimia hyalospora,Lichy1
Licra1,Lichtheimia ramosa,JMRC FSU 6197,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Lichtheimiaceae,Lichtheimia,Lichtheimia ramosa,Licra1
Linin1,Lindgomyces ingoldianus,ATCC 200398,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Lindgomycetaceae,Lindgomyces,Lindgomyces ingoldianus,Linin1
Linpe1,Linderina pennispora,ATCC 12442,v1.0,,,fungi,Zoopagomycota,Kickxellomycotina,Kickxellomycetes,,Kickxellales,Kickxellaceae,Linderina,Linderina pennispora,Linpe1
Linrh1,Lineolata rhizophorae,ATCC 16933,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,,Lineolatales,Lineolataceae,Lineolata,Lineolata rhizophorae,Linrh1
Linth1,Lindra thalassiae,JK4322,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Lulworthiomycetidae,Lulworthiales,Lulworthiaceae,Lindra,Lindra thalassiae,Linth1
Lipst1_1,Lipomyces starkeyi,NRRL Y-11557,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Lipomyces,Lipomyces starkeyi,Lipst1_1
Lizem1,Lizonia empirigonia,CBS 542.76,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,,,Pseudoperisporiaceae,Lizonia,Lizonia empirigonia,Lizem1
Lobtra1,Lobosporangium transversale,NRRL 3116,v1.0,,,mucoromycota,Mucoromycota,Mortierellomycotina,Mortierellomycetes,,Mortierellales,Mortierellaceae,Lobosporangium,Lobosporangium transversale,Lobtra1
Lodelo1,Lodderomyces elongisporus,NRRL YB-4239,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Pichiomycetes,,Serinales,Debaryomycetaceae,Lodderomyces,Lodderomyces elongisporus,Lodelo1
Lolmi1,Lollipopaia minuta,CBS 116597,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Diaporthales,Valsaceae,Lollipopaia,Lollipopaia minuta,Lolmi1
Lompr1,Lomentospora prolificans,JHH-5317,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Microascales,Microascaceae,Lomentospora,Lomentospora prolificans,Lompr1
Lophiu1,Mytilinidiaceae sp.,NC0267,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Mytilinidiales,Mytilinidiaceae,,Mytilinidiaceae sp.,Lophiu1
Lopma1,Lophiostoma macrostomum,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Lophiostomataceae,Lophiostoma,Lophiostoma macrostomum,Lopma1
Lopmy1,Lophium mytilinum,CBS 269.34,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Mytilinidiales,Mytilinidiaceae,Lophium,Lophium mytilinum,Lopmy1
Lopni1,Peniophora sp.,CONTA,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Peniophoraceae,Peniophora,Peniophora sp.,Lopni1
Lopnit1_1,Lophodermium nitens,PLMe3-1-3,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Rhytismatales,Rhytismataceae,Lophodermium,Lophodermium nitens,Lopnit1_1
Lopnu1,Lophiotrema nucula,CBS 627.86,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Lophiotremataceae,Lophiotrema,Lophiotrema nucula,Lopnu1
Lorju1,Loramyces juncicola,46458,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Mollisiaceae,Loramyces,Loramyces juncicola,Lorju1
Lorma1,Loramyces macrosporus,CBS235.53,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Mollisiaceae,Loramyces,Loramyces macrosporus,Lorma1
Lycper1,Lycoperdon perlatum,FP-102459-T,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Lycoperdaceae,Lycoperdon,Lycoperdon perlatum,Lycper1
Lyoat1,Lyophyllum atratum,CBS 144462,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Lyophyllaceae,Lyophyllum,Lyophyllum atratum,Lyoat1
Macan1,Macroventuria anomochaeta,CBS 525.71,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Didymellaceae,Macroventuria,Macroventuria anomochaeta,Macan1
Macfu1,Macrolepiota fuliginosa,MF-IS2,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Macrolepiota,Macrolepiota fuliginosa,Macfu1
Macph1,Macrophomina phaseolina,MS6,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Macrophomina,Macrophomina phaseolina,Macph1
Macpha1,Macrophomina phaseolina,MPI-SDFR-AT-0080,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Macrophomina,Macrophomina phaseolina,Macpha1
Madmy1,Madurella mycetomatis,mm55,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,,Madurella,Madurella mycetomatis,Madmy1
Magor1,Pyricularia oryzae,70-15,v3.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,Pyriculariaceae,Pyricularia,Pyricularia oryzae,Magor1
Magpo1,Magnaporthiopsis poae,ATCC 64411,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Magnaporthales,Magnaporthaceae,Magnaporthiopsis,Magnaporthiopsis poae,Magpo1
Malgl1,Malassezia globosa,,v1.0,,,dikarya,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia globosa,Malgl1
Malpa1,Malassezia pachydermatis,CBS 1879,v1.0,,,dikarya,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia pachydermatis,Malpa1
Malsy1_1,Malassezia sympodialis,ATCC 42132,v1.0,,,dikarya,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia sympodialis,Malsy1_1
Malve1,Malassezia vespertilionis,NWHC_44797-103,v1.0,,,dikarya,Basidiomycota,Ustilaginomycotina,Malasseziomycetes,,Malasseziales,Malasseziaceae,Malassezia,Malassezia vespertilionis,Malve1
Marbr1,Marssonina brunnea f. sp. multigermtubi,MB_m1,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Drepanopezizaceae,Drepanopeziza,Drepanopeziza brunnea,Marbr1
Marfi1,Marasmius fiardii,PR-910,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Marasmiaceae,Marasmius,Marasmius fiardii,Marfi1
MarPMI226,Mariannaea sp.,PMI226,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Mariannaea,Mariannaea sp.,MarPMI226
Marpt1,Martensiomyces pterosporus,CBS 209.56,v1.0,,,fungi,Zoopagomycota,Kickxellomycotina,Kickxellomycetes,,Kickxellales,Kickxellaceae,Martensiomyces,Martensiomyces pterosporus,Marpt1
Maseb1,Massarina eburnea,CBS 473.64,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Massarinaceae,Massarina,Massarina eburnea,Maseb1
Masph1,Massariosphaeria phaeospora,CBS 611.86,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,,Massariosphaeria,Massariosphaeria phaeospora,Masph1
MecolCla_1,Melampsora medusae x Melampsora occidentalis,Clatskanie,v1.0,1195720,,dikarya,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Melampsoraceae,Melampsora,Melampsora medusae x Melampsora occidentalis,MecolCla_1
Meimi1,Meira miltonrushii,MCA_3882,v1.0,,,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Exobasidiales,Brachybasidiaceae,Meira,Meira miltonrushii,Meimi1
Melap1finSC_191,Melampsora allii-populina,12AY07,v1.0,,,dikarya,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Melampsoraceae,Melampsora,Melampsora allii-populina,Melap1finSC_191
Melbi2,Meliniomyces bicolor,E,v2.0,,,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha bicolor,Melbi2
Melbro1,Melanogaster broomeanus,MBLB.BST,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Melanogastraceae,Melanogaster,Melanogaster broomeanus,Melbro1
Melen1,Melanotaenium endogenum,CBS481.91,v1.0,,,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Urocystidales,Melanotaeniaceae,Melanotaenium,Melanotaenium endogenum,Melen1
Melli1,Melampsora lini,CH5,v1.0,,,dikarya,Basidiomycota,Pucciniomycotina,Pucciniomycetes,,Pucciniales,Melampsoraceae,Melampsora,Melampsora lini,Melli1
MelPMI1271_1,Meliniomyces sp.,PMI 1271,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha sp.,MelPMI1271_1
Melpu1,Melanomma pulvis-pyrius,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Melanommataceae,Melanomma,Melanomma pulvis-pyrius,Melpu1
Melsp1,Melanconium sp.,NRRL 54901,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Diaporthales,Melanconidaceae,Melanconium,Melanconium sp.,Melsp1
Melti1,Melanospora tiffanyae,F1KG0001,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Coronophorales,Ceratostomataceae,Melanospora,Melanospora tiffanyae,Melti1
Meltu1,Melanops tulasnei,CBS 116805,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Melanopsaceae,Melanops,Melanops tulasnei,Meltu1
Melva1,Meliniomyces variabilis,F,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha variabilis,Melva1
Mereb1,Meredithblackwellia eburnea,MCA 4105,v1.0,,,dikarya,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Kriegeriales,Kriegeriaceae,Meredithblackwellia,Meredithblackwellia eburnea,Mereb1
Mersum1,Meripilus sumstinei,FP 105329,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Meripilaceae,Meripilus,Meripilus sumstinei,Mersum1
Metac1,Metarhizium acridum,CQMa 102,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium acridum,Metac1
Metal1,Metarhizium album,ARSEF 1941,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium album,Metal1
Metani1,Metarhizium anisopliae,ARSEF 549,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium anisopliae,Metani1
Metbi1,Metschnikowia bicuspidata,NRRL YB-4993,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia bicuspidata,Metbi1
Metbr1,Metarhizium brunneum,ARSEF 3297,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium brunneum,Metbr1
Metfru2,Metschnikowia fructicola,277,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia pulcherrima,Metfru2
Metgui1,Metarhizium guizhouense,ARSEF 977,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium guizhouense,Metgui1
Metma1,Metarhizium majus,ARSEF 297,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium majus,Metma1
Metri1,Metarhizium rileyi,RCEF 4871,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium rileyi,Metri1
Metro1,Metarhizium robertsii,ARSEF 23,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium robertsii,Metro1
Meygui1,Meyerozyma guilliermondii,ATCC 6260,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma guilliermondii,Meygui1
Micbo1,Microdochium bolleyi,J235TASD1,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Microdochiaceae,Microdochium,Microdochium bolleyi,Micbo1
Micca1,Microsporum canis,CBS 113480,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Arthrodermataceae,Microsporum,Microsporum canis,Micca1
Micin1,Microbotryum intermedium,1389_BM_12_12,v1.0,,,dikarya,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum intermedium,Micin1
Micld1,Microbotryum lychnidis-dioicae,p1A1 Lamole,v1.0,,,dikarya,Basidiomycota,Pucciniomycotina,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum lychnidis-dioicae,Micld1
Micmi1,Microthyrium microscopicum,CBS 115976,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,,Microthyriales,Microthyriaceae,Microthyrium,Microthyrium microscopicum,Micmi1
Microd1,Microdiplodia sp.,AK1800,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Microdiplodia,Microdiplodia sp.,Microd1
Mictr1,Microascus trigonosporus,CBS 218.31,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Microascales,Microascaceae,Microascus,Microascus trigonosporus,Mictr1
Mitdap1,Mitosporidium daphniae,UGP3,v1.0,,,fungi,Microsporidia,,,,,,Mitosporidium,Mitosporidium daphniae,Mitdap1
Mixos1,Mixia osmundae,IAM_14324,v1.0,,,dikarya,Basidiomycota,Pucciniomycotina,Mixiomycetes,,Mixiales,Mixiaceae,Mixia,Mixia osmundae,Mixos1
Moeaph1,Moesziomyces aphidis,DSM 70725,v1.0,,,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Moesziomyces,Moesziomyces aphidis,Moeaph1
Moeli1,Moelleriella libera,RCEF 2490,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Moelleriella,Moelleriella libera,Moeli1
Monha1,Monacrosporium haptotylum,CBS 200.50,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Orbiliomycetes,,Orbiliales,Orbiliaceae,Dactylellina,Dactylellina haptotyla,Monha1
Monili2,Moniliella sp.,MCA_3643,v1.0,,,dikarya,Basidiomycota,Ustilaginomycotina,Moniliellomycetes,,Moniliellales,Moniliellaceae,Moniliella,Moniliella sp.,Monili2
Monpe1_1,Moniliophthora perniciosa,FA553,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Marasmiaceae,Moniliophthora,Moniliophthora perniciosa,Monpe1_1
Monpu1,Monascus purpureus,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Monascus,Monascus purpureus,Monpu1
Monru1,Monascus ruber,NRRL 1597,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Monascus,Monascus ruber,Monru1
Moramb1,Mortierella ambigua,NRRL 28271,v1.0,,,mucoromycota,Mucoromycota,Mortierellomycotina,Mortierellomycetes,,Mortierellales,Mortierellaceae,Actinomortierella,Actinomortierella ambigua,Moramb1
Morel2,Mortierella elongata,AG-77,v2.0,,,mucoromycota,Mucoromycota,Mortierellomycotina,Mortierellomycetes,,Mortierellales,Mortierellaceae,Linnemannia,Linnemannia elongata,Morel2
Morimp1,Morchella importuna,SCYDJ1-A1,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Morchellaceae,Morchella,Morchella importuna,Morimp1
Mormul1,Mortierella multidivaricata,RSA 2152_T,v1.0,,,mucoromycota,Mucoromycota,Mortierellomycotina,Mortierellomycetes,,Mortierellales,Mortierellaceae,Gamsiella,Gamsiella multidivaricata,Mormul1
Morsel1,Lunasporangiospora selenospora,KOD1015,v1.0,,,mucoromycota,Mucoromycota,Mortierellomycotina,Mortierellomycetes,,Mortierellales,Mortierellaceae,Lunasporangiospora,Lunasporangiospora selenospora,Morsel1
Morwol1,Mortierella wolfii,NRRL 6351,v1.0,,,mucoromycota,Mucoromycota,Mortierellomycotina,Mortierellomycetes,,Mortierellales,Mortierellaceae,Actinomortierella,Actinomortierella wolfii,Morwol1
Mrafri1,Mrakia frigida,ATCC 22029,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Cystofilobasidiales,Mrakiaceae,Mrakia,Mrakia frigida,Mrafri1
MroMCA2997_1,Moniliophthora roreri,MCA 2997,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Marasmiaceae,Moniliophthora,Moniliophthora roreri,MroMCA2997_1
Mucam1,Mucor ambiguus,NBRC 6742,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Mucoraceae,Mucor,Mucor ambiguus,Mucam1
Mucci2,Mucor lusitanicus,CBS 277.49,v2.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Mucoraceae,Mucor,Mucor lusitanicus,Mucci2
Muccir1_3,Mucor lusitanicus,MU402,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Mucoraceae,Mucor,Mucor lusitanicus,Muccir1_3
Muccirc1,Mucor circinelloides f. circinelloides,1006PhL,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Mucoraceae,Mucor,Mucor circinelloides,Muccirc1
Mucend1,Mucor endophyticus,UBOCC-A-113049,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Mucoraceae,Mucor,Mucor endophyticus,Mucend1
Mucfus1,Mucor fuscus,UBOCC-A-109160,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Mucoraceae,Mucor,Mucor fuscus,Mucfus1
Muclan1,Mucor lanceolatus,UBOCC-A-109153 ,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Mucoraceae,Mucor,Mucor lanceolatus,Muclan1
Mucmuc1,Mucor mucedo,NRRL 3635,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Mucoraceae,Mucor,Mucor mucedo,Mucmuc1
Mucrac1,Mucor racemosus,UBOCC-A-109155,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Mucoraceae,Mucor,Mucor racemosus,Mucrac1
Muloch1,Multifurca ochricompacta,BPL690,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Russulaceae,Multifurca,Multifurca ochricompacta,Muloch1
Mutel1,Mutinus elegans,ME.BST,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Phallomycetidae,Phallales,Phallaceae,Mutinus,Mutinus elegans,Mutel1
Mycafr1,Mycotypha africana,NRRL 2978,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Mycotyphaceae,Mycotypha,Mycotypha africana,Mycafr1
Myceu1,Mycosphaerella eumusae,CBS 114824,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora eumusae,Myceu1
Mycfi2,Pseudocercospora fijiensis,CIRAD86,v2.0,,1873960,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora fijiensis,Mycfi2
Mycgal1,Mycena galopus,ATCC-62051,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena,Mycena galopus,Mycgal1
Mycgr3,Mycosphaerella graminicola,,v2.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Zymoseptoria,Zymoseptoria tritici,Mycgr3
Mycind1,Mycotypha indica,IMI_211999,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Mycotyphaceae,Mycotypha,Mycotypha indica,Mycind1
Myrdu1,Myriangium duriaei,CBS 260.36,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Myriangiales,Myriangiaceae,Myriangium,Myriangium duriaei,Myrdu1
Myrian1,Myriangiaceae sp.,NC1570,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Myriangiales,Myriangiaceae,,Myriangiaceae sp.,Myrian1
Myrin1,Myrothecium inundatum,CBS 120646,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Stachybotryaceae,Myrothecium,Myrothecium inundatum,Myrin1
Mytre1,Mytilinidion resinicola,CBS 304.34,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Mytilinidiales,Mytilinidiaceae,Mytilinidion,Mytilinidion resinicola,Mytre1
Myxme1,Myxozyma melibiosi,Phaff_52-87,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Lipomycetes,,Lipomycetales,Lipomycetaceae,Myxozyma,Myxozyma melibiosi,Myxme1
Nadfu1,Nadsonia fulvescens,var._elongata_DSM_6958,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,,Nadsonia,Nadsonia fulvescens,Nadfu1
Nagvi1,Naganishia vishniacii,ANT03-052,v1.1,,,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia vishniacii,Nagvi1
Naifl1,Naiadella fluitans,ATCC 64713,v1.0,,,dikarya,Basidiomycota,Pucciniomycotina,Classiculomycetes,,Classiculales,Classiculaceae,Classicula,Classicula fluitans,Naifl1
Nakbac1,Nakaseomyces bacillisporus,CBS 7720,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Cylindricascospora,Cylindricascospora bacillispora,Nakbac1
Nakdel1,Nakaseomyces delphensis,CBS 2170,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,Nakaseomyces delphensis,Nakdel1
Nakwi1,Nakazawaea wickerhamii,NRRL Y-2563,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Pichiomycetes,,Alaninales,Pachysolenaceae,Nakazawaea,Nakazawaea wickerhamii,Nakwi1
Nangy1,Nannizzia gypsea,CBS 118893,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Arthrodermataceae,Nannizzia,Nannizzia gypsea,Nangy1
Naose1,Naohidea sebacea,CBS 8477_P95,v1.0,,,dikarya,Basidiomycota,Pucciniomycotina,Cystobasidiomycetes,,Naohideales,Naohideaceae,Naohidea,Naohidea sebacea,Naose1
Nauca1,Naumovozyma castellii,CBS 4309,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Naumovozyma,Naumovozyma castellii,Nauca1
Nauda1,Naumovozyma dairenensis,CBS 421,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Naumovozyma,Naumovozyma dairenensis,Nauda1
Necha2,Fusarium vanettenii,77-13-4,v2.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium vanettenii,Necha2
Necsp1,Nectriopsis sporangiicola,NRRL 22127,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Bionectriaceae,Nectriopsis,Nectriopsis sporangiicola,Necsp1
Nemdi1,Nematocida displodere,JUm2807,v1.0,,,fungi,Microsporidia,Nematocida,Nematocida,Nematocida,Nematocida,Nematocida,Nematocida,Nematocida displodere,Nemdi1
Nempa1,Nematocida parisii,ERTm1,v1.0,,,fungi,Microsporidia,Nematocida,Nematocida,Nematocida,Nematocida,Nematocida,Nematocida,Nematocida parisii,Nempa1
Neodi1,Neonectria ditissima,R0905,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Neonectria,Neonectria ditissima,Neodi1
Neofi1,Neosartorya fischeri,NRRL 181,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus fischeri,Neofi1
