ASMID,SPECIESIN,STRAIN,VERSION,BIOPROJECT,NCBI_TAXONID,BUSCO_LINEAGE,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,LOCUSTAG
Symko1,Symbiotaphrina kochii,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,,,Symbiotaphrinales,Symbiotaphrinaceae,Symbiotaphrina,Symbiotaphrina kochii,Symko1
Synfus1,Syncephalis fuscata,S228,v1.0,,,fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycetes,,Zoopagales,Piptocephalidaceae,Syncephalis,Syncephalis fuscata,Synfus1
Synplu1,Syncephalis plumigaleata,NRRL S24,v1.0,,,fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycetes,,Zoopagales,Piptocephalidaceae,Syncephalis,Syncephalis plumigaleata,Synplu1
Synps1,Syncephalis pseudoplumigaleata,Benny S71-1_single-cell,v1.0,,,fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycetes,,Zoopagales,Piptocephalidaceae,Syncephalis,Syncephalis pseudoplumigaleata,Synps1
Synrac1,Syncephalastrum racemosum,NRRL 2496,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Syncephalastraceae,Syncephalastrum,Syncephalastrum racemosum,Synrac1
Talat1,Talaromyces atroroseus,IBT_11181,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces atroroseus,Talat1
Talis1,Talaromyces islandicus,WF3812,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces islandicus,Talis1
Talma1_2,Talaromyces marneffei,ATCC 18224,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces marneffei,Talma1_2
Talst1_2,Talaromyces stipitatus,ATCC 10500,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces stipitatus,Talst1_2
Tapde1_1,Taphrina deformans,,v1.0,,,dikarya,Ascomycota,Taphrinomycotina,Taphrinomycetes,,Taphrinales,Taphrinaceae,Taphrina,Taphrina deformans,Tapde1_1
Terbo2,Terfezia boudieri,ATCC MYA-4762,v1.1,,,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Pezizaceae,Terfezia,Terfezia boudieri,Terbo2
Tercla1,Terfezia claveryi,T7,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Pezizaceae,Terfezia,Terfezia claveryi,Tercla1
TerJ132_1,Termitomyces sp.,J132,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Lyophyllaceae,Termitomyces,Termitomyces sp.,TerJ132_1
TerNC1134_1,Teratosphaeriaceae sp.,NC1134,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Teratosphaeriaceae,,Teratosphaeriaceae sp.,TerNC1134_1
Ternu1,Teratosphaeria nubilosa,CBS 116005,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Teratosphaeriaceae,Teratosphaeria,Teratosphaeria nubilosa,Ternu1
Tescy1,Testicularia cyperi,MCA_3645,v1.0,,,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Anthracoideaceae,Testicularia,Testicularia cyperi,Tescy1
Tetbla1,Tetrapisispora blattae,CBS 6284,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Henningerozyma,Henningerozyma blattae,Tetbla1
Tetpha1,Tetrapisispora phaffii,CBS 4417,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Tetrapisispora,Tetrapisispora phaffii,Tetpha1
Thaele1,Thamnidium elegans,,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Mucoraceae,Thamnidium,Thamnidium elegans,Thaele1
Thasp1,Thamnocephalis sphaerospora,RSA 1356_single-cell,v1.0,,,fungi,Zoopagomycota,Zoopagomycotina,Zoopagomycetes,,Zoopagales,Sigmoideomycetaceae,Thamnocephalis,Thamnocephalis sphaerospora,Thasp1
Theau1,Thermoascus aurantiacus,ATCC26904,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Thermoascaceae,Thermoascus,Thermoascus aurantiacus,Theau1
Thega1,Thelephora ganbajun,P2,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Thelephorales,Thelephoraceae,Thelephora,Thelephora ganbajun,Thega1
Thelan1,Thermomyces lanuginosus,SSBP,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Trichocomaceae,Thermomyces,Thermomyces lanuginosus,Thelan1
Themi1,Thelebolus microsporus,ATCC 90970,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Thelebolales,Thelebolaceae,Thelebolus,Thelebolus microsporus,Themi1
Thest1,Thelebolus stercoreus,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Thelebolales,Thelebolaceae,Thelebolus,Thelebolus stercoreus,Thest1
Theter1,Thelephora terrestris,UH-Tt-Lm1,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Thelephorales,Thelephoraceae,Thelephora,Thelephora terrestris,Theter1
Thipu1,Thielaviopsis punctulata,CR-DP1,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Microascales,Ceratocystidaceae,Thielaviopsis,Thielaviopsis punctulata,Thipu1
Thite2,Thielavia terrestris,,v2.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Thermothielavioides,Thermothielavioides terrestris,Thite2
ThoPMI491_1,Thozetella sp.,PMI_491,v2.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Chaetosphaeriales,Chaetosphaeriaceae,Thozetella,Thozetella sp.,ThoPMI491_1
ThyNC0857_1,Penicillium sp.,NC0857,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium sp.,ThyNC0857_1
Tilalb1,Tilletiopsis albescens,,v1.0,,,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Robbauerales,Robbaueraceae,Robbauera,Robbauera albescens,Tilalb1
Tilan2,Tilletiaria anomala,UBC_951,v1.0,,,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Georgefischeriales,Tilletiariaceae,Tilletiaria,Tilletiaria anomala,Tilan2
Tilcar1,Tilletia caries,DAOM 238032,v1.0,,,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Tilletiales,Tilletiaceae,Tilletia,Tilletia caries,Tilcar1
Tilco1,Tilletia controversa,DAOM 236426,v1.0,,,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Tilletiales,Tilletiaceae,Tilletia,Tilletia controversa,Tilco1
Tilin1,Tilletia indica,DAOM 236416,v1.0,,,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Tilletiales,Tilletiaceae,Tilletia,Tilletia indica,Tilin1
Tillet1,Tilletiopsis sp.,TKC30,v1.0,,,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Entylomatales,,Tilletiopsis,Tilletiopsis sp.,Tillet1
Tilwa1,Tilletiopsis washingtonensis,MCA 4186,v1.0,,,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Entylomatales,,Tilletiopsis,Tilletiopsis washingtonensis,Tilwa1
Tilwal1,Tilletia walkeri,DAOM 236422,v1.0,,,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Tilletiales,Tilletiaceae,Tilletia,Tilletia walkeri,Tilwal1
Tirniv1,Tirmania nivea,G3,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Pezizaceae,Tirmania,Tirmania nivea,Tirniv1
Tolca1,Tolypocladium capitatum,CBS 113982,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Ophiocordycipitaceae,Tolypocladium,Tolypocladium capitatum,Tolca1
Tolinf1,Tolypocladium inflatum,NRRL 8044,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Ophiocordycipitaceae,Tolypocladium,Tolypocladium inflatum,Tolinf1
Tolop1,Tolypocladium ophioglossoides,CBS 100239,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Ophiocordycipitaceae,Tolypocladium,Tolypocladium ophioglossoides,Tolop1
Tolpa1,Tolypocladium paradoxum,NRBC 100945,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Ophiocordycipitaceae,Tolypocladium,Tolypocladium paradoxum,Tolpa1
Torde1,Torulaspora delbrueckii,CBS 1146,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Torulaspora,Torulaspora delbrueckii,Torde1
Torhe1,Torrubiella hemipterigena,BCC1449,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,,[Torrubiella] hemipterigena,Torhe1
Torra1,Torpedospora radiata,JK5252C,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Torpedosporales,Torpedosporaceae,Torpedospora,Torpedospora radiata,Torra1
Totfu1,Tothia fuscella,CBS 130266,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Venturiales,Cylindrosympodiaceae,Tothia,Tothia fuscella,Totfu1
Trabet1,Trametes betulina,CIRM-BRFM_1801,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Lenzites,Lenzites betulinus,Trabet1
Trace1,Trametopsis cervina,CIRM-BRFM_1824,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Irpicaceae,Trametopsis,Trametopsis cervina,Trace1
Traci1,Trametes cingulata,CIRM-BRFM_1805,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Trametes,Trametes cingulata,Traci1
Tragib1,Trametes gibbosa,CIRM-BRFM_1770,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Trametes,Trametes gibbosa,Tragib1
Traho1,Trachipleistophora hominis,,v1.0,,,fungi,Microsporidia,,,,,Pleistophoridae,Trachipleistophora,Trachipleistophora hominis,Traho1
Tralac1,Leiotrametes lactinea,CIRM-BRFM_1664,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Cubamyces,Cubamyces lactineus,Tralac1
Tralj1,Trametes ljubarskyi,CIRM-BRFM_1659,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Pilatotrama,Pilatotrama ljubarskyi,Tralj1
Tramax1,Trametes maxima,CIRM-BRFM_1813,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Trametes,Trametes maxima,Tramax1
Tramen1,Leiotrametes menziesii,CIRM-BRFM_1781,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Cubamyces,Cubamyces menziesii,Tramen1
Tramey1,Trametes meyenii,CIRM-BRFM_1810,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Trametes,Trametes meyenii,Tramey1
Trapol1,Trametes polyzona,CIRM-BRFM_1798,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Trametes,Trametes polyzona,Trapol1
Trapub1,Trametes pubescens,FBCC735,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Trametes,Trametes pubescens,Trapub1
Trave1,Trametes versicolor,,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Polyporaceae,Trametes,Trametes versicolor,Trave1
Treen1,Naematelia encephala,UCDFST_68-887.2,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Naemateliaceae,Naematelia,Naematelia encephala,Treen1
Treme1,Tremella mesenterica,,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Tremellaceae,Tremella,Tremella mesenterica,Treme1
Trepe1,Trematosphaeria pertusa,CBS 122368,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Trematosphaeriaceae,Trematosphaeria,Trematosphaeria pertusa,Trepe1
Triarc1,Triparticalcar arcticum,BR59,v1.0,,,fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,Chytridiales,Chytridiaceae,Phlyctochytrium,Phlyctochytrium arcticum,Triarc1
Triaru1,Trichoderma arundinaceum,IBT_40837,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma arundinaceum,Triaru1
Trias1,Trichoderma asperellum,CBS 433.97,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma asperellum,Trias1
Trias8904,Trichosporon asahii var. asahii,CBS 8904,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon asahii,Trias8904
Triasp1,Trichoderma asperelloides,TR356,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma asperelloides,Triasp1
Triat2,Trichoderma atroviride,,v2.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma atroviride,Triat2
Triatrob1,Trichoderma atrobrunneum,ITEM_908,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma atrobrunneum,Triatrob1
Tribi1,Trichodelitschia bisporula,CBS 262.69,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,,Phaeotrichales,Phaeotrichaceae,Trichodelitschia,Trichodelitschia bisporula,Tribi1
Tribre1,Trichoderma brevicompactum,IBT40841,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma brevicompactum,Tribre1
Trich1,Trichosporon chiarellii,MYA-4694,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Haglerozyma,Haglerozyma chiarellii,Trich1
Trici4,Trichoderma citrinoviride,TUCIM_6016,v4.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma citrinoviride,Trici4
Trieq1,Trichophyton equinum,CBS 127.97,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Arthrodermataceae,Trichophyton,Trichophyton equinum,Trieq1
Trigam1,Trichoderma gamsii,T6085,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma gamsii,Trigam1
Trigu1,Trinosporium guianense,CBS132537,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Xylonomycetes,,Xylonales,Xylonaceae,Trinosporium,Trinosporium guianense,Trigu1
Trigue1,Trichosporon guehoae,,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Pascua,Pascua guehoae,Trigue1
Trigui1,Trichoderma guizhouense,NJAU_4742,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma guizhouense,Trigui1
Triha1,Trichoderma harzianum,CBS 226.95,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma harzianum,Triha1
Triham1,Trichoderma hamatum,GD12,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma hamatum,Triham1
Trihyb1,Trichophaea hybrida,UTF0779,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Pyronemataceae,Trichophaea,Trichophaea hybrida,Trihyb1
Triin1,Trichophyton interdigitale,MR816,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Arthrodermataceae,Trichophyton,Trichophyton interdigitale,Triin1
Trilo3,Trichoderma longibrachiatum,ATCC 18648,v3.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma longibrachiatum,Trilo3
Trima3,Tricholoma matsutake,945,v3.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Tricholomataceae,Tricholoma,Tricholoma matsutake,Trima3
Trime1,Trichophyton mentagrophytes,TIMM_2789,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Arthrodermataceae,Trichophyton,Trichophyton mentagrophytes,Trime1
Triol1,Cutaneotrichosporon oleaginosum,IBC0246,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon oleaginosum,Triol1
Tripar1,Trichoderma parareesei,CBS 125925,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma parareesei,Tripar1
Tripara1,Trichocoma paradoxa,CBS 103.73,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Trichocomaceae,Trichocoma,Trichocoma paradoxa,Tripara1
Tripe1,Trichomonascus petasosporus,NRRL YB-2093,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Dipodascomycetes,,Dipodascales,Trichomonascaceae,Trichomonascus,Trichomonascus petasosporus,Tripe1
Triple1,Trichoderma pleuroti,TPhu1,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma pleuroti,Triple1
Tripop1,Tricholoma populinum,2016PMI031,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Tricholomataceae,Tricholoma,Tricholoma populinum,Tripop1
Trire_Chr,Trichoderma reesei,QM6a,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma reesei,Trire_Chr
Triru1,Trichophyton rubrum,CBS 118892,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Arthrodermataceae,Trichophyton,Trichophyton rubrum,Triru1
Triso1,Trichophyton soudanense,CBS 452.61,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Arthrodermataceae,Trichophyton,Trichophyton soudanense,Triso1
Trisp1,Tritirachium sp.,CBS 265.96,v1.0,,,dikarya,Basidiomycota,Pucciniomycotina,Tritirachiomycetes,,Tritirachiales,Tritirachiaceae,Tritirachium,Tritirachium sp.,Trisp1
Trito1,Trichophyton tonsurans,CBS 112818,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Arthrodermataceae,Trichophyton,Trichophyton tonsurans,Trito1
Triver1,Trichophyton verrucosum,HKI_0517,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Arthrodermataceae,Trichophyton,Trichophyton verrucosum,Triver1
Trivi1,Trichophyton violaceum,CMCCFT3l,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Arthrodermataceae,Trichophyton,Trichophyton violaceum,Trivi1
TriviGv29_8_2,Trichoderma virens,Gv29-8,v2.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma virens,TriviGv29_8_2
Tryvi1,Viridothelium virens,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,,Trypetheliales,Trypetheliaceae,Viridothelium,Viridothelium virens,Tryvi1
Tsuwi1,Cryptococcus wingfieldii,CBS 7118,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus wingfieldii,Tsuwi1
Tubae1,Tuber aestivum var. uncinatum,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Tuberaceae,Tuber,Tuber aestivum,Tubae1
Tubbor1,Tuber borchii,Tbo3840,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Tuberaceae,Tuber,Tuber borchii,Tubbor1
Tubbr1_1,Tuber brumale,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Tuberaceae,Tuber,Tuber brumale,Tubbr1_1
Tubin1_1,Tuber indicum,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Tuberaceae,Tuber,Tuber indicum,Tubin1_1
Tubma1,Tuber magnatum,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Tuberaceae,Tuber,Tuber magnatum,Tubma1
Tubme1v2,Tuber melanosporum,Mel28,v1.2,,,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Tuberaceae,Tuber,Tuber melanosporum,Tubme1v2
TyphTRa3160C_1,Typhula sp.,TRa3160C,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Typhulaceae,Typhula,Typhula sp.,TyphTRa3160C_1
Umbelo1,Umbelopsis sp.,PMI 123,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Umbelopsidomycetes,,Umbelopsidales,Umbelopsidaceae,Umbelopsis,Umbelopsis sp.,Umbelo1
Umbisa1,Umbelopsis isabellina,AD026,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Umbelopsidomycetes,,Umbelopsidales,Umbelopsidaceae,Umbelopsis,Umbelopsis isabellina,Umbisa1
Umbra1,Umbelopsis ramanniana,AG,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Umbelopsidomycetes,,Umbelopsidales,Umbelopsidaceae,Umbelopsis,Umbelopsis ramanniana,Umbra1
Umbsp_AD052_1,Umbelopsis sp. AD052,AD052,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Umbelopsidomycetes,,Umbelopsidales,Umbelopsidaceae,Umbelopsis,Umbelopsis sp. AD052,Umbsp_AD052_1
Uncre1,Uncinocarpus reesii,UAMH 1704,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Onygenaceae,Uncinocarpus,Uncinocarpus reesii,Uncre1
Uroocc1,Urocystis occulta,CBS 102.71,v1.0,,,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Urocystidales,Urocystidaceae,Urocystis,Urocystis occulta,Uroocc1
Uropr1,Urocystis primulicola,RUB_030670,v1.0,,,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Urocystidales,Urocystidaceae,Urocystis,Urocystis primulicola,Uropr1
Usnflo1,Usnea florida,ATCC 18376,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanoromycetidae,Lecanorales,Parmeliaceae,Usnea,Usnea florida,Usnflo1
Ustbr1,Ustilago bromivora,UB2112,v1.0,,,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago bromivora,Ustbr1
Ustgig1,Ustanciosporium gigantosporum,RK316,v1.0,,,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Cintractiaceae,Ustanciosporium,Ustanciosporium gigantosporum,Ustgig1
Usthor1,Ustilago hordei,Uh4857_4,v1.0,,,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago hordei,Usthor1
Ustma2_2,Ustilago maydis,521,v2.0,,,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Ustilaginales,Ustilaginaceae,Mycosarcoma,Mycosarcoma maydis,Ustma2_2
Ustsp1,Violaceomyces palustris,SA_807,v1.0,,,dikarya,Basidiomycota,Ustilaginomycotina,Ustilaginomycetes,,Violaceomycetales,Violaceomycetaceae,Violaceomyces,Violaceomyces palustris,Ustsp1
Ustvir1,Ustilaginoidea virens,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Ustilaginoidea,Ustilaginoidea virens,Ustvir1
Valla1,Valetoniellopsis laxa,CBS 191.97,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Niessliaceae,Valetoniellopsis,Valetoniellopsis laxa,Valla1
Valma1,Valsa mali,03-8,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Diaporthales,Valsaceae,Valsa,Valsa mali,Valma1
Vanpo1,Vanderwaltozyma polyspora,DSM 70294,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Vanderwaltozyma,Vanderwaltozyma polyspora,Vanpo1
Varmin1,Vararia minispora,EC-137,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Lachnocladiaceae,Vararia,Vararia minispora,Varmin1
Vavcu1,Vavraia culicis subsp. floridensis,,v1.0,,,fungi,Microsporidia,,,,,Pleistophoridae,Vavraia,Vavraia culicis,Vavcu1
